#id	1	2	3	4	5	6	7	8						
1	1	1	1	1	1	1	0.72	0.74						
2	1	1	1	1	1	1	0.72	0.74						
3	1	1	1	1	1	1	0.72	0.74						
4	1	1	1	1	1	1	0.72	0.74						
5	1	1	1	1	1	1	0.72	0.74						
6	1	1	1	1	1	1	0.72	0.74						
7	1	1	1	1	1	1	0.72	0.74						
8	1	1	1	1	1	1	0.72	0.74						
9	1	1	1	1	1	1	0.72	0.74						
10	1	1	1	1	1	1	0.72	0.74						
11	1	1	1	1	1	1	0.72	0.74						
12	1	1	1	1	1	1	0.72	0.74						
13	1	1	1	1	1	1	0.45	0.4						
14	1	1	1	1	1	1	0.45	0.4						
15	1	1	1	1	1	1	0.45	0.4						
16	1	1	1	1	1	1	0.45	0.4						
17	1	1	1	1	1	1	0.45	0.4						
18	1	1	1	1	1	1	0.45	0.4						
19	1	1	1	1	1	1	0.45	0.4						
20	1	1	1	1	1	1	0.45	0.4						
21	1	1	1	1	1	1	0.45	0.4						
22	1	1	1	1	1	1	0.45	0.4						
23	1	1	1	1	1	1	0.45	0.4						
24	1	1	1	1	1	1	0.45	0.4						
25	1	1	1	1	1	1	0.49	0.45						
26	1	1	1	1	1	1	0.49	0.45						
27	1	1	1	1	1	1	0.49	0.45						
28	1	1	1	1	1	1	0.49	0.45						
29	1	1	1	1	1	1	0.49	0.45						
30	1	1	1	1	1	1	0.49	0.45						
31	1	1	1	1	1	1	0.49	0.45						
32	1	1	1	1	1	1	0.49	0.45						
33	1	1	1	1	1	1	0.49	0.45						
34	1	1	1	1	1	1	0.49	0.45						
35	1	1	1	1	1	1	0.49	0.45						
36	1	1	1	1	1	1	0.49	0.45						
37	1	1	1	1	1	1	0.34	0.27						
38	1	1	1	1	1	1	0.34	0.27						
39	1	1	1	1	1	1	0.34	0.27						
40	1	1	1	1	1	1	0.34	0.27						
41	1	1	1	1	1	1	0.34	0.27						
42	1	1	1	1	1	1	0.34	0.27						
43	1	1	1	1	1	1	0.34	0.27						
44	1	1	1	1	1	1	0.34	0.27						
45	1	1	1	1	1	1	0.34	0.27						
46	1	1	1	1	1	1	0.34	0.27						
47	1	1	1	1	1	1	0.34	0.27						
48	1	1	1	1	1	1	0.34	0.27						
49	1	1	1	1	1	1	0.21	0.18						
50	1	1	1	1	1	1	0.21	0.18						
51	1	1	1	1	1	1	0.21	0.18						
52	1	1	1	1	1	1	0.21	0.18						
53	1	1	1	1	1	1	0.21	0.18						
54	1	1	1	1	1	1	0.21	0.18						
55	1	1	1	1	1	1	0.21	0.18						
56	1	1	1	1	1	1	0.21	0.18						
57	1	1	1	1	1	1	0.21	0.18						
58	1	1	1	1	1	1	0.21	0.18						
59	1	1	1	1	1	1	0.21	0.18						
60	1	1	1	1	1	1	0.21	0.18						
61	1	1	1	1	1	1	0.14	0.09						
62	1	1	1	1	1	1	0.14	0.09						
63	1	1	1	1	1	1	0.14	0.09						
64	1	1	1	1	1	1	0.14	0.09						
65	1	1	1	1	1	1	0.14	0.09						
66	1	1	1	1	1	1	0.14	0.09						
67	1	1	1	1	1	1	0.14	0.09						
68	1	1	1	1	1	1	0.14	0.09						
69	1	1	1	1	1	1	0.14	0.09						
70	1	1	1	1	1	1	0.14	0.09						
71	1	1	1	1	1	1	0.14	0.09						
72	1	1	1	1	1	1	0.14	0.09						
73	1	1	1	1	1	1	0.05	0.05						
74	1	1	1	1	1	1	0.05	0.05						
75	1	1	1	1	1	1	0.05	0.05						
76	1	1	1	1	1	1	0.05	0.05						
77	1	1	1	1	1	1	0.05	0.05						
78	1	1	1	1	1	1	0.05	0.05						
79	1	1	1	1	1	1	0.05	0.05						
80	1	1	1	1	1	1	0.05	0.05						
