#id	1	2	3	4	5	6	7	8					
1	1	1	1	1	1	1	0.81	0.81					
2	1	1	1	1	1	1	0.81	0.81					
3	1	1	1	1	1	1	0.81	0.81					
4	1	1	1	1	1	1	0.81	0.81					
5	1	1	1	1	1	1	0.81	0.81					
6	1	1	1	1	1	1	0.81	0.81					
7	1	1	1	1	1	1	0.81	0.81					
8	1	1	1	1	1	1	0.81	0.81					
9	1	1	1	1	1	1	0.81	0.81					
10	1	1	1	1	1	1	0.81	0.81					
11	1	1	1	1	1	1	0.81	0.81					
12	1	1	1	1	1	1	0.81	0.81					
13	1	1	1	1	1	1	0.81	0.81					
14	1	1	1	1	1	1	0.81	0.81					
15	1	1	1	1	1	1	0.81	0.81					
16	1	1	1	1	1	1	0.81	0.81					
17	1	1	1	1	1	1	0.81	0.81					
18	1	1	1	1	1	1	0.81	0.81					
19	1	1	1	1	1	1	0.81	0.81					
20	1	1	1	1	1	1	0.81	0.81					
21	1	1	1	1	1	1	0.81	0.81					
22	1	1	1	1	1	1	0.81	0.81					
23	1	1	1	1	1	1	0.81	0.81					
24	1	1	1	1	1	1	0.81	0.81					
25	1	1	1	1	1	1	0.81	0.81					
26	1	1	1	1	1	1	0.81	0.81					
27	1	1	1	1	1	1	0.81	0.81					
28	1	1	1	1	1	1	0.81	0.81					
29	1	1	1	1	1	1	0.81	0.81					
30	1	1	1	1	1	1	0.81	0.81					
31	1	1	1	1	1	1	0.81	0.81					
32	1	1	1	1	1	1	0.81	0.81					
33	1	1	1	1	1	1	0.81	0.81					
34	1	1	1	1	1	1	0.81	0.81					
35	1	1	1	1	1	1	0.81	0.81					
36	1	1	1	1	1	1	0.81	0.81					
37	1	1	1	1	1	1	0.81	0.81					
38	1	1	1	1	1	1	0.81	0.81					
39	1	1	1	1	1	1	0.81	0.81					
40	1	1	1	1	1	1	0.81	0.81					
41	1	1	1	1	1	1	0.46	0.46					
42	1	1	1	1	1	1	0.46	0.46					
43	1	1	1	1	1	1	0.46	0.46					
44	1	1	1	1	1	1	0.46	0.46					
45	1	1	1	1	1	1	0.46	0.46					
46	1	1	1	1	1	1	0.46	0.46					
47	1	1	1	1	1	1	0.46	0.46					
48	1	1	1	1	1	1	0.46	0.46					
49	1	1	1	1	1	1	0.46	0.46					
50	1	1	1	1	1	1	0.46	0.46					
51	1	1	1	1	1	1	0.46	0.46					
52	1	1	1	1	1	1	0.46	0.46					
53	1	1	1	1	1	1	0.46	0.46					
54	1	1	1	1	1	1	0.46	0.46					
55	1	1	1	1	1	1	0.46	0.46					
56	1	1	1	1	1	1	0.46	0.46					
57	1	1	1	1	1	1	0.46	0.46					
58	1	1	1	1	1	1	0.46	0.46					
59	1	1	1	1	1	1	0.46	0.46					
60	1	1	1	1	1	1	0.46	0.46					
61	1	1	1	1	1	1	0.46	0.46					
62	1	1	1	1	1	1	0.46	0.46					
63	1	1	1	1	1	1	0.46	0.46					
64	1	1	1	1	1	1	0.46	0.46					
65	1	1	1	1	1	1	0.46	0.46					
66	1	1	1	1	1	1	0.46	0.46					
67	1	1	1	1	1	1	0.46	0.46					
68	1	1	1	1	1	1	0.46	0.46					
69	1	1	1	1	1	1	0.46	0.46					
70	1	1	1	1	1	1	0.46	0.46					
71	1	1	1	1	1	1	0.46	0.46					
72	1	1	1	1	1	1	0.46	0.46					
73	1	1	1	1	1	1	0.46	0.46					
74	1	1	1	1	1	1	0.46	0.46					
75	1	1	1	1	1	1	0.46	0.46					
76	1	1	1	1	1	1	0.46	0.46					
77	1	1	1	1	1	1	0.46	0.46					
78	1	1	1	1	1	1	0.46	0.46					
79	1	1	1	1	1	1	0.46	0.46					
80	1	1	1	1	1	1	0.46	0.46					
81	1	1	1	1	1	1	0.52	0.52					
82	1	1	1	1	1	1	0.52	0.52					
83	1	1	1	1	1	1	0.52	0.52					
84	1	1	1	1	1	1	0.52	0.52					
85	1	1	1	1	1	1	0.52	0.52					
86	1	1	1	1	1	1	0.52	0.52					
87	1	1	1	1	1	1	0.52	0.52					
88	1	1	1	1	1	1	0.52	0.52					
89	1	1	1	1	1	1	0.52	0.52					
90	1	1	1	1	1	1	0.52	0.52					
91	1	1	1	1	1	1	0.52	0.52					
92	1	1	1	1	1	1	0.52	0.52					
93	1	1	1	1	1	1	0.52	0.52					
94	1	1	1	1	1	1	0.52	0.52					
95	1	1	1	1	1	1	0.52	0.52					
96	1	1	1	1	1	1	0.52	0.52					
97	1	1	1	1	1	1	0.52	0.52					
98	1	1	1	1	1	1	0.52	0.52					
99	1	1	1	1	1	1	0.52	0.52					
100	1	1	1	1	1	1	0.52	0.52					
101	1	1	1	1	1	1	0.52	0.52					
102	1	1	1	1	1	1	0.52	0.52					
103	1	1	1	1	1	1	0.52	0.52					
104	1	1	1	1	1	1	0.52	0.52					
105	1	1	1	1	1	1	0.52	0.52					
106	1	1	1	1	1	1	0.52	0.52					
107	1	1	1	1	1	1	0.52	0.52					
108	1	1	1	1	1	1	0.52	0.52					
109	1	1	1	1	1	1	0.52	0.52					
110	1	1	1	1	1	1	0.52	0.52					
111	1	1	1	1	1	1	0.52	0.52					
112	1	1	1	1	1	1	0.52	0.52					
113	1	1	1	1	1	1	0.52	0.52					
114	1	1	1	1	1	1	0.52	0.52					
115	1	1	1	1	1	1	0.52	0.52					
116	1	1	1	1	1	1	0.52	0.52					
117	1	1	1	1	1	1	0.52	0.52					
118	1	1	1	1	1	1	0.52	0.52					
119	1	1	1	1	1	1	0.52	0.52					
120	1	1	1	1	1	1	0.52	0.52					
121	1	1	1	1	1	1	0.34	0.34					
122	1	1	1	1	1	1	0.34	0.34					
123	1	1	1	1	1	1	0.34	0.34					
124	1	1	1	1	1	1	0.34	0.34					
125	1	1	1	1	1	1	0.34	0.34					
126	1	1	1	1	1	1	0.34	0.34					
127	1	1	1	1	1	1	0.34	0.34					
128	1	1	1	1	1	1	0.34	0.34					
129	1	1	1	1	1	1	0.34	0.34					
130	1	1	1	1	1	1	0.34	0.34					
131	1	1	1	1	1	1	0.34	0.34					
132	1	1	1	1	1	1	0.34	0.34					
133	1	1	1	1	1	1	0.34	0.34					
134	1	1	1	1	1	1	0.34	0.34					
135	1	1	1	1	1	1	0.34	0.34					
136	1	1	1	1	1	1	0.34	0.34					
137	1	1	1	1	1	1	0.34	0.34					
138	1	1	1	1	1	1	0.34	0.34					
139	1	1	1	1	1	1	0.34	0.34					
140	1	1	1	1	1	1	0.34	0.34					
141	1	1	1	1	1	1	0.34	0.34					
142	1	1	1	1	1	1	0.34	0.34					
143	1	1	1	1	1	1	0.34	0.34					
144	1	1	1	1	1	1	0.34	0.34					
145	1	1	1	1	1	1	0.34	0.34					
146	1	1	1	1	1	1	0.34	0.34					
147	1	1	1	1	1	1	0.34	0.34					
148	1	1	1	1	1	1	0.34	0.34					
149	1	1	1	1	1	1	0.34	0.34					
150	1	1	1	1	1	1	0.34	0.34					
151	1	1	1	1	1	1	0.34	0.34					
152	1	1	1	1	1	1	0.34	0.34					
153	1	1	1	1	1	1	0.34	0.34					
154	1	1	1	1	1	1	0.34	0.34					
155	1	1	1	1	1	1	0.34	0.34					
156	1	1	1	1	1	1	0.34	0.34					
157	1	1	1	1	1	1	0.34	0.34					
158	1	1	1	1	1	1	0.34	0.34					
159	1	1	1	1	1	1	0.34	0.34					
160	1	1	1	1	1	1	0.34	0.34					
161	1	1	1	1	1	1	0.22	0.22					
162	1	1	1	1	1	1	0.22	0.22					
163	1	1	1	1	1	1	0.22	0.22					
164	1	1	1	1	1	1	0.22	0.22					
165	1	1	1	1	1	1	0.22	0.22					
166	1	1	1	1	1	1	0.22	0.22					
167	1	1	1	1	1	1	0.22	0.22					
168	1	1	1	1	1	1	0.22	0.22					
169	1	1	1	1	1	1	0.22	0.22					
170	1	1	1	1	1	1	0.22	0.22					
171	1	1	1	1	1	1	0.22	0.22					
172	1	1	1	1	1	1	0.22	0.22					
173	1	1	1	1	1	1	0.22	0.22					
174	1	1	1	1	1	1	0.22	0.22					
175	1	1	1	1	1	1	0.22	0.22					
176	1	1	1	1	1	1	0.22	0.22					
177	1	1	1	1	1	1	0.22	0.22					
178	1	1	1	1	1	1	0.22	0.22					
179	1	1	1	1	1	1	0.22	0.22					
180	1	1	1	1	1	1	0.22	0.22					
181	1	1	1	1	1	1	0.22	0.22					
182	1	1	1	1	1	1	0.22	0.22					
183	1	1	1	1	1	1	0.22	0.22					
184	1	1	1	1	1	1	0.22	0.22					
185	1	1	1	1	1	1	0.22	0.22					
186	1	1	1	1	1	1	0.22	0.22					
187	1	1	1	1	1	1	0.22	0.22					
188	1	1	1	1	1	1	0.22	0.22					
189	1	1	1	1	1	1	0.22	0.22					
190	1	1	1	1	1	1	0.22	0.22					
191	1	1	1	1	1	1	0.22	0.22					
192	1	1	1	1	1	1	0.22	0.22					
193	1	1	1	1	1	1	0.22	0.22					
194	1	1	1	1	1	1	0.22	0.22					
195	1	1	1	1	1	1	0.22	0.22					
196	1	1	1	1	1	1	0.22	0.22					
197	1	1	1	1	1	1	0.22	0.22					
198	1	1	1	1	1	1	0.22	0.22					
199	1	1	1	1	1	1	0.22	0.22					
200	1	1	1	1	1	1	0.22	0.22					
201	1	1	1	1	1	1	0.14	0.14					
202	1	1	1	1	1	1	0.14	0.14					
203	1	1	1	1	1	1	0.14	0.14					
204	1	1	1	1	1	1	0.14	0.14					
205	1	1	1	1	1	1	0.14	0.14					
206	1	1	1	1	1	1	0.14	0.14					
207	1	1	1	1	1	1	0.14	0.14					
208	1	1	1	1	1	1	0.14	0.14					
209	1	1	1	1	1	1	0.14	0.14					
210	1	1	1	1	1	1	0.14	0.14					
211	1	1	1	1	1	1	0.14	0.14					
212	1	1	1	1	1	1	0.14	0.14					
213	1	1	1	1	1	1	0.14	0.14					
214	1	1	1	1	1	1	0.14	0.14					
215	1	1	1	1	1	1	0.14	0.14					
216	1	1	1	1	1	1	0.14	0.14					
217	1	1	1	1	1	1	0.14	0.14					
218	1	1	1	1	1	1	0.14	0.14					
219	1	1	1	1	1	1	0.14	0.14					
220	1	1	1	1	1	1	0.14	0.14					
221	1	1	1	1	1	1	0.14	0.14					
222	1	1	1	1	1	1	0.14	0.14					
223	1	1	1	1	1	1	0.14	0.14					
224	1	1	1	1	1	1	0.14	0.14					
225	1	1	1	1	1	1	0.14	0.14					
