weight	scen-length	welfare	CS	PS	redi-g	redi-bu	CR
        1.00	        0.01	  1321371.92	  1293470.11	    36811.20	      703.39	        0.00	        0.00
        1.00	        0.00	  1290771.92	  1293470.27	    36811.04	      703.39	        0.00	        0.00
        1.00	        0.04	  1458079.78	  1379908.47	    87697.19	     1319.88	        0.00	        0.00
        1.00	        0.00	  1427479.78	  1379908.48	    87697.18	     1319.88	        0.00	        0.00
        1.00	        0.01	  1594901.66	  1437458.29	   167681.85	     2032.47	        0.00	        0.00
        1.00	        0.00	  1564301.66	  1437457.83	   167682.30	     2032.47	        0.00	        0.00
        1.00	        0.01	  1320311.30	  1293470.11	    36811.20	     1764.01	        0.00	        0.00
        1.00	        0.00	  1289711.31	  1293470.37	    36810.94	     1764.00	        0.00	        0.00
        1.00	        0.03	  1456825.40	  1379908.47	    87697.19	     2574.26	        0.00	        0.00
        1.00	        0.00	  1426225.40	  1379908.49	    87697.18	     2574.26	        0.00	        0.00
        1.00	        0.01	  1593385.63	  1437458.25	   167681.88	     3423.51	      124.99	        0.00
        1.00	        0.00	  1562785.63	  1437457.72	   167682.41	     3423.51	      124.99	        0.00
