weight	scen-length	welfare	CS	PS	redi-g	redi-bu	CR
        1.00	        0.03	  1749448.16	  1606574.54	   141479.91	        0.00	        0.00	     2743.71
        1.00	        0.00	  1744048.16	  1606574.57	   141479.86	        0.00	        0.00	     2743.73
        1.00	        0.01	  1312166.23	  1275839.41	    37499.92	        0.00	        0.00	      176.90
        1.00	        0.00	  1306766.23	  1275839.17	    37499.28	        0.00	        0.00	      177.77
        1.00	        0.03	  1447366.18	  1353877.60	    94484.92	        0.00	        0.00	      353.66
        1.00	        0.00	  1441966.18	  1353877.60	    94484.46	        0.00	        0.00	      354.12
        1.00	        0.01	  1582278.14	  1409743.62	   173412.05	        0.00	        0.00	      472.48
        1.00	        0.00	  1576878.14	  1409743.48	   173411.62	        0.00	        0.00	      473.04
        1.00	        0.01	  1311662.80	  1275202.13	    35097.03	        0.00	        0.00	     2713.64
        1.00	        0.00	  1306262.80	  1275201.96	    35097.20	        0.00	        0.00	     2713.64
        1.00	        0.04	  1446792.94	  1353304.04	    92205.20	        0.00	        0.00	     2633.70
        1.00	        0.00	  1441392.94	  1353304.10	    92205.12	        0.00	        0.00	     2633.72
        1.00	        0.01	  1581684.32	  1409829.86	   170823.50	        0.00	        0.00	     2380.96
        1.00	        0.00	  1576284.32	  1409829.78	   170823.58	        0.00	        0.00	     2380.95
        1.00	        0.01	  1310122.26	  1274659.74	    31000.01	        0.00	        0.00	     5812.51
        1.00	        0.00	  1304722.26	  1274659.46	    31000.23	        0.00	        0.00	     5812.57
        1.00	        0.03	  1445251.86	  1353909.31	    86968.27	        0.00	        0.00	     5724.28
        1.00	        0.00	  1439851.86	  1353909.31	    86968.26	        0.00	        0.00	     5724.28
        1.00	        0.01	  1580207.95	  1410308.16	   165997.39	        0.00	        0.00	     5252.40
        1.00	        0.00	  1574807.95	  1410308.10	   165997.42	        0.00	        0.00	     5252.44
